customerID,phoneservice,internetservice,onlinesecurity,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,churn,tenure,monthlycharges
4628-CTTLA,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,57,39.3
3192-LNKRK,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,No,34,84.05
4439-YRNVD,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,No,10,36.25
2876-VBBBL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,20.25
6834-NXDCA,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,13,23.9
2208-UGTGR,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,56,98.6
3005-TYFRD,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,55,103.65
8670-MEFCP,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,36,92.9
3079-BCHLN,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,47,19.9
7777-UNYHB,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,12,20.1
5597-GLBUC,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,1,85.45
7278-CKDNC,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,24,80.5
2748-MYRVK,Yes,Fiber optic,No,No,Yes,Yes,One year,No,Bank transfer (automatic),Yes,63,99.9
8450-UYIBU,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,35,39.85
2969-VAPYH,Yes,DSL,Yes,Yes,No,No,One year,No,Credit card (automatic),No,67,60.5
4822-YCXMX,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,25,84.8
7181-OQCUT,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,No,21,103.85
8474-UMLNT,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),No,13,67.8
9821-POOTN,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,35,75.2
3836-FZSDJ,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,71,24.85
9142-XMYJH,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,29,19.35
6559-ILWKJ,No,DSL,No,No,Yes,Yes,Two year,No,Electronic check,Yes,71,49.35
0187-QSXOE,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,7,89.0
7733-UDMTP,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,57,55.0
2649-HWLYB,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),No,65,76.15
5214-CHIWJ,Yes,No,No,No,No,No,One year,No,Mailed check,No,27,20.3
4229-CZMLL,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,6,74.9
6904-JLBGY,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,117.35
2465-BLLEU,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,1,19.75
1685-VAYJF,Yes,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),No,11,45.2
8874-EJNSR,Yes,No,No,No,No,No,Two year,No,Mailed check,No,39,25.2
6917-YACBP,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,59,89.75
5049-MUBWG,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),No,26,75.0
4223-WOZCM,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,2,49.95
0769-MURVM,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,72,65.7
9253-VIFJQ,Yes,DSL,Yes,No,No,No,One year,No,Credit card (automatic),No,65,67.05
7030-FZTFM,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,72,110.9
9741-YLNTD,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,6,87.95
5917-RYRMG,Yes,No,No,No,No,No,One year,No,Credit card (automatic),No,32,19.8
5120-ZBLAI,Yes,DSL,No,No,Yes,Yes,One year,No,Bank transfer (automatic),No,50,75.7
1194-BHJYC,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No,61,62.15
3663-MITLP,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,15,101.25
0906-QVPMS,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,72,115.15
9025-ZRPVR,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,9,18.95
1905-OEILC,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,19.5
7858-GTZSP,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,12,86.55
3285-UCQVC,No,DSL,No,Yes,No,No,Month-to-month,No,Credit card (automatic),Yes,37,28.6
6248-BSHKG,Yes,No,No,No,No,No,One year,No,Mailed check,No,61,20.4
4685-TFLLS,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,18,19.8
3470-BTGQO,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,21,45.65
1209-VFFOC,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Mailed check,No,68,56.4
8224-DWCKX,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,12,73.3
5482-PLVPE,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,Yes,2,24.35
4553-DVPZG,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,62,101.35
4902-OHLSK,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes,29,98.65
6917-IAYHD,No,DSL,No,Yes,No,No,Month-to-month,No,Mailed check,No,1,33.6
0495-ZBNGW,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,5,79.9
8620-RJPZN,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No,1,20.7
7572-KPVKK,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No,62,104.05
2642-MAWLJ,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,36,20.25
2357-COQEK,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,28,103.3
7103-ZGVNT,Yes,DSL,Yes,Yes,Yes,No,One year,No,Credit card (automatic),No,69,73.7
3737-GCSPV,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,11,96.2
2027-WKXMW,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,63,108.75
7137-NAXML,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,23,20.15
2428-ZMCTB,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,10,19.75
2961-VNFKL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,71,25.95
1768-HNVGJ,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,No,45,70.05
6963-KQYQB,Yes,No,No,No,No,No,Two year,No,Mailed check,No,70,24.05
5934-RMPOV,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,22,84.75
1207-BLKSA,Yes,No,No,No,No,No,Two year,No,Mailed check,No,52,23.05
4088-YLDSU,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,Yes,55,104.15
8316-BBQAY,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,65,59.95
1166-PQLGG,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,72,19.55
3146-JTQHR,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,10,19.6
4291-YZODP,Yes,No,No,No,No,No,One year,No,Mailed check,No,7,20.05
4395-PZMSN,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,5,85.55
6427-FEFIG,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),No,24,78.6
0017-IUDMW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,116.8
8706-HRADD,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,No,21,43.55
9955-QOPOY,No,DSL,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,69,60.8
4385-ZKVNW,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,44,54.9
5446-DKWYW,Yes,DSL,No,No,Yes,No,One year,Yes,Electronic check,No,61,65.2
2034-CGRHZ,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,24,102.95
5797-APWZC,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,1,90.6
3683-QKIUE,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,6,50.8
4228-ZGYUW,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,4,90.05
9031-ZVQPT,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No,72,108.2
2990-IAJSV,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,72,92.0
8107-KNCIM,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,14,75.1
9027-YFHQJ,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,7,25.05
5176-LDKUH,Yes,Fiber optic,No,No,No,No,One year,No,Electronic check,No,48,75.15
4644-OBGFZ,Yes,No,No,No,No,No,One year,No,Mailed check,No,55,19.5
7926-IJOOU,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,1,19.3
6480-YAGIY,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No,45,112.2
4029-HPFVY,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,No,3,70.3
7602-DBTOU,Yes,No,No,No,No,No,Two year,No,Mailed check,No,71,19.6
5345-BMKWB,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,8,20.25
3519-ZKXGG,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,3,75.85
5457-COLHT,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,69,80.65
6416-TVAIH,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,68.5
5451-YHYPW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,115.75
5108-ADXWO,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,11,73.5
7998-WNZEM,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),No,71,80.6
3066-RRJIO,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,69.95
4664-NJCMS,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,33,59.55
0307-BCOPK,Yes,No,No,No,No,No,One year,No,Mailed check,No,16,19.05
7629-WFGLW,Yes,Fiber optic,Yes,Yes,No,No,One year,No,Electronic check,No,56,95.65
2542-HYGIQ,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,1,19.95
6715-OFDBP,Yes,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,5,70.05
5016-LIPDW,Yes,No,No,No,No,No,One year,No,Mailed check,No,57,19.4
6481-LXPWL,No,DSL,No,No,No,No,One year,Yes,Credit card (automatic),No,56,36.1
1567-DSCIC,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,8,94.0
2150-UWTFY,Yes,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,Yes,22,61.15
6124-ACRHJ,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,19.75
9362-MWODR,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No,40,64.1
9975-GPKZU,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,46,19.75
9625-RZFUK,Yes,No,No,No,No,No,Two year,No,Mailed check,No,63,19.7
5153-LXKDT,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No,68,110.2
5161-UBZXI,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,69,106.35
1020-JPQOW,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,No,56,90.55
7919-ZODZZ,Yes,DSL,No,No,No,Yes,One year,Yes,Mailed check,No,10,65.9
0565-JUPYD,Yes,Fiber optic,Yes,Yes,Yes,No,One year,No,Credit card (automatic),No,63,104.5
6867-ACCZI,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Mailed check,No,24,52.5
5939-XAIXZ,Yes,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,No,19,56.1
9054-FOWNV,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,22,88.75
2683-BPJSO,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,29,84.45
2157-MXBJS,Yes,DSL,No,No,Yes,Yes,One year,Yes,Mailed check,Yes,13,75.3
8207-VVMYB,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,70,26.0
9732-EQMWY,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,49,99.4
9360-AHGNL,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,Yes,43,109.55
1087-UDSIH,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,3,19.6
5269-NRGDP,Yes,DSL,No,Yes,Yes,Yes,One year,No,Electronic check,No,42,73.15
6195-MELTI,Yes,DSL,No,Yes,No,No,One year,Yes,Mailed check,No,57,54.65
5485-WUYWF,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),Yes,2,66.4
2121-JAFOM,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,115.55
8818-DOPVL,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,46,104.45
2632-UCGVD,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,66,100.05
5445-PZWGX,Yes,Fiber optic,Yes,Yes,No,Yes,One year,No,Electronic check,Yes,62,102.0
1227-UDMZR,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,91.15
5198-HQAEN,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,No,35,89.7
9170-CCKOU,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Credit card (automatic),Yes,17,90.2
2167-FQSTQ,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,72,92.4
2819-GWENI,Yes,No,No,No,No,No,One year,No,Mailed check,No,28,19.9
1043-YCUTE,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),Yes,56,25.15
3814-MLAXC,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Yes,31,79.85
3572-UUHRS,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,45,18.85
2692-PFYTJ,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,1,25.75
1226-UDFZR,Yes,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,2,49.6
5955-EPOAZ,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,6,20.95
6821-JPCDC,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,No,48,97.05
8815-LMFLX,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,25,25.4
9135-HSWOC,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,64,19.7
8582-KRHPJ,No,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,50,35.0
5811-IWXYM,Yes,Fiber optic,No,No,Yes,Yes,One year,No,Bank transfer (automatic),No,52,101.25
7044-YAACC,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,4,70.2
8189-XRIKE,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,32,90.95
1506-YJTYT,Yes,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No,45,73.85
4123-DVHPH,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,9,88.05
6425-YQLLO,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),Yes,66,105.95
5442-UTCVD,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,3,91.85
2228-BZDEE,Yes,No,No,No,No,No,Two year,No,Mailed check,No,54,20.1
7734-DBOAI,No,DSL,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes,1,40.1
2789-CZANW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,64,110.3
2091-RFFBA,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,31,73.9
2114-MGINA,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,14,89.8
7596-LDUXP,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No,12,85.15
3740-RLMVT,Yes,DSL,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),No,67,60.95
4489-SNOJF,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,Yes,35,72.25
2192-OZITF,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Mailed check,No,45,73.55
5651-CPDND,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,10,46.0
2186-QZEYA,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,29,58.55
1131-ALZWV,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,24,24.6
7729-XBTWX,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,66,19.75
9134-WYRVP,Yes,Fiber optic,Yes,No,Yes,No,One year,No,Mailed check,No,51,86.35
3284-SVCRO,Yes,No,No,No,No,No,Two year,No,Mailed check,No,45,25.5
9732-OUYRN,Yes,No,No,No,No,No,One year,No,Credit card (automatic),No,49,19.0
0559-CKHUS,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,29,19.55
2931-SVLTV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,40,110.1
6899-PPEEA,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,37,96.55
7504-UWHNB,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,No,25,69.75
2582-FFFZR,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,22,50.6
8908-NMQTX,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,65.6
2187-LZGPL,No,DSL,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,7,40.1
1431-AIDJQ,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,33,82.1
6288-LBEAR,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,23,79.1
4597-NUCQV,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,24,101.25
9019-QVLZD,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,Yes,1,79.55
8413-YNHNV,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,69,90.65
5808-TOTXO,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),No,3,20.55
4369-NYSCF,Yes,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,56,75.75
6333-YDVLT,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,65,110.0
5324-KTGCG,Yes,No,No,No,No,No,One year,No,Electronic check,No,71,20.85
5599-HVLTW,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,14,80.35
7394-LWLYN,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,2,70.15
3707-LRWZD,Yes,Fiber optic,No,No,Yes,No,One year,No,Electronic check,Yes,32,84.05
6873-UDNLD,Yes,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,No,40,67.45
2700-LUEVA,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,1,20.75
1455-ESIQH,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1,89.1
0958-YHXGP,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,No,7,69.9
1101-SSWAG,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,No,15,51.1
2979-SXESE,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,Yes,17,94.4
4013-TLDHQ,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,19,78.25
5743-KHMNA,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,71,25.55
4194-FJARJ,Yes,DSL,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),No,54,60.0
5325-UWTWJ,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No,31,90.55
3969-GYXEL,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,No,11,76.4
9208-OLGAQ,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,18,84.95
3244-CQPHU,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,110.1
2674-MLXMN,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,71,99.65
9708-HPXWZ,No,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),No,5,45.4
6992-TKNYO,Yes,DSL,No,Yes,No,Yes,One year,No,Credit card (automatic),No,38,69.0
4468-YDOVK,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,5,48.65
3754-DXMRT,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,2,44.15
5792-JALQC,Yes,DSL,Yes,No,No,No,Two year,No,Bank transfer (automatic),No,52,59.85
7130-VTEWQ,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,8,75.75
2200-DSAAL,Yes,DSL,No,No,Yes,Yes,Two year,Yes,Electronic check,No,68,80.65
4302-ZYFEL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),No,69,20.55
9351-LZYGF,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No,42,66.4
4366-CTOUZ,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No,50,100.2
6121-VZNQB,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,19.1
7903-CMPEY,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,80.3
1518-OMDIK,Yes,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,33,44.55
6671-NGWON,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,7,20.35
0595-ITUDF,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,64,91.8
6996-KNSML,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,74.9
1955-IBMMB,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,59,20.2
0096-BXERS,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,No,6,50.35
3806-YAZOV,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,3,18.8
7998-ZLXWN,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,15,20.45
6253-WRFHY,Yes,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,No,13,64.75
9133-AYJZG,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,23,98.7
2675-OTVVJ,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,No,31,89.45
8680-CGLTP,Yes,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,No,29,58.75
8430-TWCBX,Yes,No,No,No,No,No,One year,No,Credit card (automatic),No,49,20.7
5018-GWURO,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,56,85.6
6741-QRLUP,Yes,DSL,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),No,63,80.3
4737-HOBAX,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,63,79.8
0537-QYZZN,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,24,79.85
3340-QBBFM,Yes,DSL,No,Yes,No,No,One year,No,Credit card (automatic),No,36,54.1
1704-NRWYE,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,9,80.85
2592-SEIFQ,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,Yes,3,24.75
8200-KLNYW,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Mailed check,No,21,80.9
3372-CDXFJ,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,13,24.5
4781-ZXYGU,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,1,20.15
7632-YUTXB,Yes,No,No,No,No,No,One year,No,Mailed check,No,25,20.05
2718-YSKCS,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,71,19.6
9896-UYMIE,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,66,114.3
0853-NWIFK,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,45,100.3
8212-CRQXP,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,22,80.0
6980-CDGFC,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),No,67,20.85
7691-XVTZH,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),No,68,89.95
7481-ATQQS,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,49,90.85
2277-VWCNI,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,4,48.75
1088-CNNKB,Yes,DSL,Yes,Yes,No,Yes,One year,No,Credit card (automatic),No,63,80.0
8642-GVWRF,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,2,79.7
1930-BZLHI,Yes,No,No,No,No,No,One year,Yes,Mailed check,No,21,20.35
3400-ESFUW,Yes,DSL,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),Yes,55,57.55
5868-YTYKS,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,1,20.25
3525-DVKFN,Yes,No,No,No,No,No,Two year,No,Mailed check,No,17,19.4
1482-OXZSY,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,30,100.4
0377-JBKKT,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,No,22,57.95
